iso3;ECO_NAME;from;to;ef_soc;ef_biomass_above;ef_biomass_below;ef_biomass;pools_covered
ARE;Al-Hajar foothill xeric woodlands and shrublands;nonveg;cropland;;-0,780319317;-1,82083087;-2,601150187;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;nonveg;forest;;-0,035784091;-0,129931893;-0,165715984;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;nonveg;otherland;;-0,035724236;-0,148459335;-0,184183571;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;nonveg;pasture;;-0,034601473;-0,129632925;-0,164234398;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;other;cropland;0,029122806;;;;soc only
ARE;Al-Hajar foothill xeric woodlands and shrublands;other;pasture;0,027525135;;;;soc only
ARE;Al-Hajar foothill xeric woodlands and shrublands;otherland;cropland;;-0,744595081;-1,672371535;-2,416966616;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;otherland;forest;;-5,98551E-05;0,018527442;0,018467587;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;otherland;nonveg;;0,035724236;0,148459335;0,184183571;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;otherland;pasture;;0,001122763;0,01882641;0,019949173;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;pasture;cropland;0,001597671;-0,745717844;-1,691197945;-2,436915789;soc + biomass
ARE;Al-Hajar foothill xeric woodlands and shrublands;pasture;forest;;-0,001182618;-0,000298968;-0,001481586;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;pasture;nonveg;;0,034601473;0,129632925;0,164234398;biomass only
ARE;Al-Hajar foothill xeric woodlands and shrublands;pasture;other;-0,027525135;;;;soc only
ARE;Al-Hajar foothill xeric woodlands and shrublands;pasture;otherland;;-0,001122763;-0,01882641;-0,019949173;biomass only
ARE;Arabian sand desert;cropland;forest;;0,133398564;0,319766378;0,453164942;biomass only
ARE;Arabian sand desert;cropland;nonveg;;0,142647418;0,313295452;0,45594287;biomass only
ARE;Arabian sand desert;cropland;other;0,281409196;;;;soc only
ARE;Arabian sand desert;cropland;otherland;;0,152544048;0,395967825;0,548511873;biomass only
ARE;Arabian sand desert;cropland;pasture;0,102893973;0,132611453;0,292792767;0,42540422;soc + biomass
ARE;Arabian sand desert;forest;cropland;;-0,133398564;-0,319766378;-0,453164942;biomass only
ARE;Arabian sand desert;forest;nonveg;;0,009248854;-0,006470925;0,002777929;biomass only
ARE;Arabian sand desert;forest;otherland;;0,019145484;0,076201447;0,095346931;biomass only
ARE;Arabian sand desert;forest;pasture;;-0,000787111;-0,02697361;-0,027760721;biomass only
ARE;Arabian sand desert;nonveg;cropland;;-0,142647418;-0,313295452;-0,45594287;biomass only
ARE;Arabian sand desert;nonveg;forest;;-0,009248854;0,006470925;-0,002777929;biomass only
ARE;Arabian sand desert;nonveg;otherland;;0,00989663;0,082672373;0,092569003;biomass only
ARE;Arabian sand desert;nonveg;pasture;;-0,010035965;-0,020502685;-0,03053865;biomass only
ARE;Arabian sand desert;other;cropland;-0,281409196;;;;soc only
ARE;Arabian sand desert;other;pasture;-0,178515223;;;;soc only
ARE;Arabian sand desert;otherland;cropland;;-0,152544048;-0,395967825;-0,548511873;biomass only
ARE;Arabian sand desert;otherland;forest;;-0,019145484;-0,076201447;-0,095346931;biomass only
ARE;Arabian sand desert;otherland;nonveg;;-0,00989663;-0,082672373;-0,092569003;biomass only
ARE;Arabian sand desert;otherland;pasture;;-0,019932595;-0,103175058;-0,123107653;biomass only
ARE;Arabian sand desert;pasture;cropland;-0,102893973;-0,132611453;-0,292792767;-0,42540422;soc + biomass
ARE;Arabian sand desert;pasture;forest;;0,000787111;0,02697361;0,027760721;biomass only
ARE;Arabian sand desert;pasture;nonveg;;0,010035965;0,020502685;0,03053865;biomass only
ARE;Arabian sand desert;pasture;other;0,178515223;;;;soc only
ARE;Arabian sand desert;pasture;otherland;;0,019932595;0,103175058;0,123107653;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;cropland;forest;;0,135609509;0,559996407;0,695605916;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;cropland;nonveg;;0,119953967;0,503880145;0,623834112;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;cropland;other;0,942535768;;;;soc only
ARE;Arabian-Persian Gulf coastal plain desert;cropland;otherland;;0,132276352;0,538642679;0,670919031;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;cropland;pasture;0,781361092;0,117847048;0,494396497;0,612243545;soc + biomass
ARE;Arabian-Persian Gulf coastal plain desert;forest;cropland;;-0,135609509;-0,559996407;-0,695605916;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;forest;nonveg;;-0,015655542;-0,056116262;-0,071771804;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;forest;otherland;;-0,003333158;-0,021353728;-0,024686885;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;forest;pasture;;-0,017762461;-0,06559991;-0,083362371;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;nonveg;cropland;;-0,119953967;-0,503880145;-0,623834112;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;nonveg;forest;;0,015655542;0,056116262;0,071771804;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;nonveg;otherland;;0,012322384;0,034762535;0,047084919;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;nonveg;pasture;;-0,00210692;-0,009483648;-0,011590567;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;other;cropland;-0,942535768;;;;soc only
ARE;Arabian-Persian Gulf coastal plain desert;other;pasture;-0,161174676;;;;soc only
ARE;Arabian-Persian Gulf coastal plain desert;otherland;cropland;;-0,132276352;-0,538642679;-0,670919031;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;otherland;forest;;0,003333158;0,021353728;0,024686885;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;otherland;nonveg;;-0,012322384;-0,034762535;-0,047084919;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;otherland;pasture;;-0,014429304;-0,044246182;-0,058675486;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;pasture;cropland;-0,781361092;-0,117847048;-0,494396497;-0,612243545;soc + biomass
ARE;Arabian-Persian Gulf coastal plain desert;pasture;forest;;0,017762461;0,06559991;0,083362371;biomass only
ARE;Arabian-Persian Gulf coastal plain desert;pasture;nonveg;;0,00210692;0,009483648;0,011590567;biomass only
