iso3;ECO_NAME;from;to;ef_soc;ef_biomass_above;ef_biomass_below;ef_biomass;pools_covered
KAZ;Kazakh upland steppe;cropland;pasture;-0,276490002;-2,290566102;-3,259782997;-5,550349099;soc + biomass
KAZ;Kazakh upland steppe;forest;cropland;;12,30886386;5,831523418;18,14038728;biomass only
KAZ;Kazakh upland steppe;forest;nonveg;;13,18012658;6,288037302;19,46816388;biomass only
KAZ;Kazakh upland steppe;forest;otherland;;10,50970164;4,540173524;15,04987516;biomass only
KAZ;Kazakh upland steppe;forest;pasture;;10,01829776;2,571740421;12,59003818;biomass only
KAZ;Kazakh upland steppe;nonveg;cropland;;-0,871262717;-0,456513884;-1,327776601;biomass only
KAZ;Kazakh upland steppe;nonveg;forest;;-13,18012658;-6,288037302;-19,46816388;biomass only
KAZ;Kazakh upland steppe;nonveg;otherland;;-2,670424942;-1,747863779;-4,418288721;biomass only
KAZ;Kazakh upland steppe;nonveg;pasture;;-3,161828819;-3,716296881;-6,878125701;biomass only
KAZ;Kazakh upland steppe;other;cropland;0,886642123;;;;soc only
KAZ;Kazakh upland steppe;other;pasture;0,610152121;;;;soc only
KAZ;Kazakh upland steppe;otherland;cropland;;1,799162225;1,291349895;3,09051212;biomass only
KAZ;Kazakh upland steppe;otherland;forest;;-10,50970164;-4,540173524;-15,04987516;biomass only
KAZ;Kazakh upland steppe;otherland;nonveg;;2,670424942;1,747863779;4,418288721;biomass only
KAZ;Kazakh upland steppe;otherland;pasture;;-0,491403877;-1,968433102;-2,459836979;biomass only
KAZ;Kazakh upland steppe;pasture;cropland;0,276490002;2,290566102;3,259782997;5,550349099;soc + biomass
KAZ;Kazakh upland steppe;pasture;forest;;-10,01829776;-2,571740421;-12,59003818;biomass only
KAZ;Kazakh upland steppe;pasture;nonveg;;3,161828819;3,716296881;6,878125701;biomass only
KAZ;Kazakh upland steppe;pasture;other;-0,610152121;;;;soc only
KAZ;Kazakh upland steppe;pasture;otherland;;0,491403877;1,968433102;2,459836979;biomass only
KAZ;Pontic steppe;cropland;forest;;-4,633759514;-2,571581039;-7,205340553;biomass only
KAZ;Pontic steppe;cropland;nonveg;;0,444085239;0,395512783;0,839598022;biomass only
KAZ;Pontic steppe;cropland;other;0,051384776;;;;soc only
KAZ;Pontic steppe;cropland;otherland;;0,081842233;-1,181828403;-1,099986169;biomass only
KAZ;Pontic steppe;cropland;pasture;1,308970796;-0,517043096;-1,958373862;-2,475416958;soc + biomass
KAZ;Pontic steppe;forest;cropland;;4,633759514;2,571581039;7,205340553;biomass only
KAZ;Pontic steppe;forest;nonveg;;5,077844753;2,967093822;8,044938575;biomass only
KAZ;Pontic steppe;forest;otherland;;4,715601747;1,389752636;6,105354383;biomass only
KAZ;Pontic steppe;forest;pasture;;4,116716418;0,613207177;4,729923595;biomass only
KAZ;Pontic steppe;nonveg;cropland;;-0,444085239;-0,395512783;-0,839598022;biomass only
KAZ;Pontic steppe;nonveg;forest;;-5,077844753;-2,967093822;-8,044938575;biomass only
KAZ;Pontic steppe;nonveg;otherland;;-0,362243006;-1,577341186;-1,939584191;biomass only
KAZ;Pontic steppe;nonveg;pasture;;-0,961128335;-2,353886645;-3,31501498;biomass only
KAZ;Pontic steppe;other;cropland;-0,051384776;;;;soc only
KAZ;Pontic steppe;other;pasture;1,25758602;;;;soc only
KAZ;Pontic steppe;otherland;cropland;;-0,081842233;1,181828403;1,099986169;biomass only
KAZ;Pontic steppe;otherland;forest;;-4,715601747;-1,389752636;-6,105354383;biomass only
KAZ;Pontic steppe;otherland;nonveg;;0,362243006;1,577341186;1,939584191;biomass only
KAZ;Pontic steppe;otherland;pasture;;-0,598885329;-0,776545459;-1,375430788;biomass only
KAZ;Pontic steppe;pasture;cropland;-1,308970796;0,517043096;1,958373862;2,475416958;soc + biomass
KAZ;Pontic steppe;pasture;forest;;-4,116716418;-0,613207177;-4,729923595;biomass only
KAZ;Pontic steppe;pasture;nonveg;;0,961128335;2,353886645;3,31501498;biomass only
KAZ;Pontic steppe;pasture;other;-1,25758602;;;;soc only
KAZ;Pontic steppe;pasture;otherland;;0,598885329;0,776545459;1,375430788;biomass only
KAZ;Tian Shan foothill arid steppe;cropland;forest;;-15,32189623;-8,460385379;-23,78228161;biomass only
KAZ;Tian Shan foothill arid steppe;cropland;nonveg;;1,657378929;-0,994842178;0,662536751;biomass only
KAZ;Tian Shan foothill arid steppe;cropland;other;6,691409238;;;;soc only
KAZ;Tian Shan foothill arid steppe;cropland;otherland;;1,872554649;-2,028674865;-0,156120216;biomass only
KAZ;Tian Shan foothill arid steppe;cropland;pasture;3,661953945;-0,693143496;-4,442866843;-5,136010339;soc + biomass
KAZ;Tian Shan foothill arid steppe;forest;cropland;;15,32189623;8,460385379;23,78228161;biomass only
KAZ;Tian Shan foothill arid steppe;forest;nonveg;;16,97927516;7,4655432;24,44481836;biomass only
KAZ;Tian Shan foothill arid steppe;forest;otherland;;17,19445088;6,431710513;23,62616139;biomass only
KAZ;Tian Shan foothill arid steppe;forest;pasture;;14,62875274;4,017518536;18,64627127;biomass only
KAZ;Tian Shan foothill arid steppe;nonveg;cropland;;-1,657378929;0,994842178;-0,662536751;biomass only
KAZ;Tian Shan foothill arid steppe;nonveg;forest;;-16,97927516;-7,4655432;-24,44481836;biomass only
KAZ;Tian Shan foothill arid steppe;nonveg;otherland;;0,21517572;-1,033832687;-0,818656967;biomass only
KAZ;Tian Shan foothill arid steppe;nonveg;pasture;;-2,350522425;-3,448024665;-5,79854709;biomass only
KAZ;Tian Shan foothill arid steppe;other;cropland;-6,691409238;;;;soc only
KAZ;Tian Shan foothill arid steppe;other;pasture;-3,029455293;;;;soc only
KAZ;Tian Shan foothill arid steppe;otherland;cropland;;-1,872554649;2,028674865;0,156120216;biomass only
KAZ;Tian Shan foothill arid steppe;otherland;forest;;-17,19445088;-6,431710513;-23,62616139;biomass only
KAZ;Tian Shan foothill arid steppe;otherland;nonveg;;-0,21517572;1,033832687;0,818656967;biomass only
KAZ;Tian Shan foothill arid steppe;otherland;pasture;;-2,565698145;-2,414191978;-4,979890123;biomass only
KAZ;Tian Shan foothill arid steppe;pasture;cropland;-3,661953945;0,693143496;4,442866843;5,136010339;soc + biomass
KAZ;Tian Shan foothill arid steppe;pasture;forest;;-14,62875274;-4,017518536;-18,64627127;biomass only
KAZ;Tian Shan foothill arid steppe;pasture;nonveg;;2,350522425;3,448024665;5,79854709;biomass only
KAZ;Tian Shan foothill arid steppe;pasture;other;3,029455293;;;;soc only
KAZ;Tian Shan foothill arid steppe;pasture;otherland;;2,565698145;2,414191978;4,979890123;biomass only
KAZ;Tian Shan montane conifer forests;cropland;forest;;-30,42468294;-14,38656728;-44,81125023;biomass only
KAZ;Tian Shan montane conifer forests;cropland;nonveg;;1,489582285;-1,903129566;-0,413547281;biomass only
KAZ;Tian Shan montane conifer forests;cropland;other;-1,478721172;;;;soc only
KAZ;Tian Shan montane conifer forests;cropland;otherland;;5,314013508;-1,863909059;3,450104449;biomass only
KAZ;Tian Shan montane conifer forests;cropland;pasture;-2,036794078;-1,653331644;-5,941137283;-7,594468927;soc + biomass
KAZ;Tian Shan montane conifer forests;forest;cropland;;30,42468294;14,38656728;44,81125023;biomass only
KAZ;Tian Shan montane conifer forests;forest;nonveg;;31,91426523;12,48343772;44,39770294;biomass only
KAZ;Tian Shan montane conifer forests;forest;otherland;;35,73869645;12,52265823;48,26135467;biomass only
KAZ;Tian Shan montane conifer forests;forest;pasture;;28,7713513;8,445430001;37,2167813;biomass only
KAZ;Tian Shan montane conifer forests;nonveg;cropland;;-1,489582285;1,903129566;0,413547281;biomass only
KAZ;Tian Shan montane conifer forests;nonveg;forest;;-31,91426523;-12,48343772;-44,39770294;biomass only
KAZ;Tian Shan montane conifer forests;nonveg;otherland;;3,824431223;0,039220507;3,86365173;biomass only
KAZ;Tian Shan montane conifer forests;nonveg;pasture;;-3,142913929;-4,038007717;-7,180921646;biomass only
KAZ;Tian Shan montane conifer forests;other;cropland;1,478721172;;;;soc only
KAZ;Tian Shan montane conifer forests;other;pasture;-0,558072906;;;;soc only
KAZ;Tian Shan montane conifer forests;otherland;cropland;;-5,314013508;1,863909059;-3,450104449;biomass only
KAZ;Tian Shan montane conifer forests;otherland;forest;;-35,73869645;-12,52265823;-48,26135467;biomass only
KAZ;Tian Shan montane conifer forests;otherland;nonveg;;-3,824431223;-0,039220507;-3,86365173;biomass only
KAZ;Tian Shan montane conifer forests;otherland;pasture;;-6,967345151;-4,077228225;-11,04457338;biomass only
KAZ;Tian Shan montane conifer forests;pasture;cropland;2,036794078;1,653331644;5,941137283;7,594468927;soc + biomass
KAZ;Tian Shan montane conifer forests;pasture;forest;;-28,7713513;-8,445430001;-37,2167813;biomass only
KAZ;Tian Shan montane conifer forests;pasture;nonveg;;3,142913929;4,038007717;7,180921646;biomass only
KAZ;Tian Shan montane conifer forests;pasture;other;0,558072906;;;;soc only
KAZ;Tian Shan montane conifer forests;pasture;otherland;;6,967345151;4,077228225;11,04457338;biomass only
KAZ;Tian Shan montane steppe and meadows;cropland;forest;;-32,45234241;-14,94602177;-47,39836419;biomass only
KAZ;Tian Shan montane steppe and meadows;cropland;nonveg;;6,36849869;0,593747948;6,962246638;biomass only
KAZ;Tian Shan montane steppe and meadows;cropland;other;1,598341804;;;;soc only
KAZ;Tian Shan montane steppe and meadows;cropland;otherland;;3,749522144;-1,365536668;2,383985476;biomass only
KAZ;Tian Shan montane steppe and meadows;cropland;pasture;-0,995998715;-0,488073449;-4,666476622;-5,154550071;soc + biomass
KAZ;Tian Shan montane steppe and meadows;forest;cropland;;32,45234241;14,94602177;47,39836419;biomass only
KAZ;Tian Shan montane steppe and meadows;forest;nonveg;;38,8208411;15,53976972;54,36061082;biomass only
KAZ;Tian Shan montane steppe and meadows;forest;otherland;;36,20186456;13,58048511;49,78234966;biomass only
KAZ;Tian Shan montane steppe and meadows;forest;pasture;;31,96426896;10,27954515;42,24381412;biomass only
KAZ;Tian Shan montane steppe and meadows;nonveg;cropland;;-6,36849869;-0,593747948;-6,962246638;biomass only
KAZ;Tian Shan montane steppe and meadows;nonveg;forest;;-38,8208411;-15,53976972;-54,36061082;biomass only
KAZ;Tian Shan montane steppe and meadows;nonveg;otherland;;-2,618976546;-1,959284616;-4,578261162;biomass only
KAZ;Tian Shan montane steppe and meadows;nonveg;pasture;;-6,856572139;-5,26022457;-12,11679671;biomass only
KAZ;Tian Shan montane steppe and meadows;other;cropland;-1,598341804;;;;soc only
KAZ;Tian Shan montane steppe and meadows;other;pasture;-2,594340519;;;;soc only
KAZ;Tian Shan montane steppe and meadows;otherland;cropland;;-3,749522144;1,365536668;-2,383985476;biomass only
KAZ;Tian Shan montane steppe and meadows;otherland;forest;;-36,20186456;-13,58048511;-49,78234966;biomass only
KAZ;Tian Shan montane steppe and meadows;otherland;nonveg;;2,618976546;1,959284616;4,578261162;biomass only
KAZ;Tian Shan montane steppe and meadows;otherland;pasture;;-4,237595593;-3,300939954;-7,538535547;biomass only
KAZ;Tian Shan montane steppe and meadows;pasture;cropland;0,995998715;0,488073449;4,666476622;5,154550071;soc + biomass
KAZ;Tian Shan montane steppe and meadows;pasture;forest;;-31,96426896;-10,27954515;-42,24381412;biomass only
KAZ;Tian Shan montane steppe and meadows;pasture;nonveg;;6,856572139;5,26022457;12,11679671;biomass only
KAZ;Tian Shan montane steppe and meadows;pasture;other;2,594340519;;;;soc only
KAZ;Tian Shan montane steppe and meadows;pasture;otherland;;4,237595593;3,300939954;7,538535547;biomass only
KEN;;cropland;forest;;-2,849137977;-1,559636866;-4,408774843;biomass only
KEN;;cropland;nonveg;;13,40356241;4,064292329;17,46785474;biomass only
KEN;;cropland;other;-0,394091643;;;;soc only
KEN;;cropland;otherland;;10,21791992;-7,758663127;2,459256793;biomass only
KEN;;cropland;pasture;0,589650682;8,493914315;2,056508929;10,55042324;soc + biomass
KEN;;forest;cropland;;2,849137977;1,559636866;4,408774843;biomass only
KEN;;forest;nonveg;;16,25270039;5,623929195;21,87662958;biomass only
KEN;;forest;otherland;;13,0670579;-6,199026262;6,868031636;biomass only
KEN;;forest;pasture;;11,34305229;3,616145795;14,95919809;biomass only
KEN;;nonveg;cropland;;-13,40356241;-4,064292329;-17,46785474;biomass only
KEN;;nonveg;forest;;-16,25270039;-5,623929195;-21,87662958;biomass only
KEN;;nonveg;otherland;;-3,185642487;-11,82295546;-15,00859794;biomass only
KEN;;nonveg;pasture;;-4,909648093;-2,0077834;-6,917431493;biomass only
KEN;;other;cropland;0,394091643;;;;soc only
KEN;;other;pasture;0,983742325;;;;soc only
KEN;;otherland;cropland;;-10,21791992;7,758663127;-2,459256793;biomass only
KEN;;otherland;forest;;-13,0670579;6,199026262;-6,868031636;biomass only
KEN;;otherland;nonveg;;3,185642487;11,82295546;15,00859794;biomass only
KEN;;otherland;pasture;;-1,724005606;9,815172057;8,091166451;biomass only
KEN;;pasture;cropland;-0,589650682;-8,493914315;-2,056508929;-10,55042324;soc + biomass
KEN;;pasture;forest;;-11,34305229;-3,616145795;-14,95919809;biomass only
KEN;;pasture;nonveg;;4,909648093;2,0077834;6,917431493;biomass only
KEN;;pasture;other;-0,983742325;;;;soc only
KEN;;pasture;otherland;;1,724005606;-9,815172057;-8,091166451;biomass only
KEN;East African mangroves;cropland;forest;;-4,389600307;-3,478980751;-7,868581057;biomass only
KEN;East African mangroves;cropland;nonveg;;22,73875421;7,373809166;30,11256338;biomass only
KEN;East African mangroves;cropland;other;-3,625330865;;;;soc only
KEN;East African mangroves;cropland;otherland;;1,319597724;-31,52344349;-30,20384577;biomass only
KEN;East African mangroves;cropland;pasture;-2,132159818;20,19736602;5,612547664;25,80991369;soc + biomass
KEN;East African mangroves;forest;cropland;;4,389600307;3,478980751;7,868581057;biomass only
KEN;East African mangroves;forest;nonveg;;27,12835452;10,85278992;37,98114443;biomass only
KEN;East African mangroves;forest;otherland;;5,709198031;-28,04446274;-22,33526471;biomass only
KEN;East African mangroves;forest;pasture;;24,58696633;9,091528415;33,67849474;biomass only
KEN;East African mangroves;nonveg;cropland;;-22,73875421;-7,373809166;-30,11256338;biomass only
KEN;East African mangroves;nonveg;forest;;-27,12835452;-10,85278992;-37,98114443;biomass only
KEN;East African mangroves;nonveg;otherland;;-21,41915648;-38,89725266;-60,31640914;biomass only
KEN;East African mangroves;nonveg;pasture;;-2,541388186;-1,761261502;-4,302649688;biomass only
KEN;East African mangroves;other;cropland;3,625330865;;;;soc only
KEN;East African mangroves;other;pasture;1,493171047;;;;soc only
KEN;East African mangroves;otherland;cropland;;-1,319597724;31,52344349;30,20384577;biomass only
KEN;East African mangroves;otherland;forest;;-5,709198031;28,04446274;22,33526471;biomass only
KEN;East African mangroves;otherland;nonveg;;21,41915648;38,89725266;60,31640914;biomass only
KEN;East African mangroves;otherland;pasture;;18,8777683;37,13599116;56,01375946;biomass only
KEN;East African mangroves;pasture;cropland;2,132159818;-20,19736602;-5,612547664;-25,80991369;soc + biomass
KEN;East African mangroves;pasture;forest;;-24,58696633;-9,091528415;-33,67849474;biomass only
KEN;East African mangroves;pasture;nonveg;;2,541388186;1,761261502;4,302649688;biomass only
KEN;East African mangroves;pasture;other;-1,493171047;;;;soc only
KEN;East African mangroves;pasture;otherland;;-18,8777683;-37,13599116;-56,01375946;biomass only
KEN;East African montane forests;cropland;forest;;-15,13076162;-8,188323559;-23,31908518;biomass only
KEN;East African montane forests;cropland;nonveg;;-1,061922251;-4,554098832;-5,616021083;biomass only
KEN;East African montane forests;cropland;other;-2,447319467;;;;soc only
KEN;East African montane forests;cropland;otherland;;-1,072428468;-27,10788769;-28,18031616;biomass only
KEN;East African montane forests;cropland;pasture;0,840327531;2,04808807;-2,661179518;-0,613091448;soc + biomass
KEN;East African montane forests;forest;cropland;;15,13076162;8,188323559;23,31908518;biomass only
KEN;East African montane forests;forest;nonveg;;14,06883937;3,634224727;17,7030641;biomass only
KEN;East African montane forests;forest;otherland;;14,05833315;-18,91956413;-4,861230982;biomass only
KEN;East African montane forests;forest;pasture;;17,17884969;5,527144041;22,70599373;biomass only
KEN;East African montane forests;nonveg;cropland;;1,061922251;4,554098832;5,616021083;biomass only
KEN;East African montane forests;nonveg;forest;;-14,06883937;-3,634224727;-17,7030641;biomass only
KEN;East African montane forests;nonveg;otherland;;-0,010506217;-22,55378886;-22,56429508;biomass only
KEN;East African montane forests;nonveg;pasture;;3,110010321;1,892919314;5,002929635;biomass only
KEN;East African montane forests;other;cropland;2,447319467;;;;soc only
KEN;East African montane forests;other;pasture;3,287646997;;;;soc only
KEN;East African montane forests;otherland;cropland;;1,072428468;27,10788769;28,18031616;biomass only
KEN;East African montane forests;otherland;forest;;-14,05833315;18,91956413;4,861230982;biomass only
KEN;East African montane forests;otherland;nonveg;;0,010506217;22,55378886;22,56429508;biomass only
KEN;East African montane forests;otherland;pasture;;3,120516538;24,44670817;27,56722471;biomass only
KEN;East African montane forests;pasture;cropland;-0,840327531;-2,04808807;2,661179518;0,613091448;soc + biomass
KEN;East African montane forests;pasture;forest;;-17,17884969;-5,527144041;-22,70599373;biomass only
KEN;East African montane forests;pasture;nonveg;;-3,110010321;-1,892919314;-5,002929635;biomass only
KEN;East African montane forests;pasture;other;-3,287646997;;;;soc only
KEN;East African montane forests;pasture;otherland;;-3,120516538;-24,44670817;-27,56722471;biomass only
KEN;East African montane moorlands;cropland;forest;;-16,88270979;-6,371631566;-23,25434136;biomass only
KEN;East African montane moorlands;cropland;nonveg;;8,286752893;0,184997494;8,471750388;biomass only
KEN;East African montane moorlands;cropland;other;35,66451791;;;;soc only
KEN;East African montane moorlands;cropland;otherland;;14,79123711;-18,94695422;-4,155717111;biomass only
KEN;East African montane moorlands;cropland;pasture;-9,213166224;3,840608381;-0,788292542;3,052315839;soc + biomass
KEN;East African montane moorlands;forest;cropland;;16,88270979;6,371631566;23,25434136;biomass only
KEN;East African montane moorlands;forest;nonveg;;25,16946268;6,556629061;31,72609174;biomass only
KEN;East African montane moorlands;forest;otherland;;31,6739469;-12,57532266;19,09862424;biomass only
KEN;East African montane moorlands;forest;pasture;;20,72331817;5,583339025;26,30665719;biomass only
KEN;East African montane moorlands;nonveg;cropland;;-8,286752893;-0,184997494;-8,471750388;biomass only
KEN;East African montane moorlands;nonveg;forest;;-25,16946268;-6,556629061;-31,72609174;biomass only
KEN;East African montane moorlands;nonveg;otherland;;6,50448422;-19,13195172;-12,6274675;biomass only
KEN;East African montane moorlands;nonveg;pasture;;-4,446144512;-0,973290036;-5,419434549;biomass only
KEN;East African montane moorlands;other;cropland;-35,66451791;;;;soc only
KEN;East African montane moorlands;other;pasture;-44,87768414;;;;soc only
KEN;East African montane moorlands;otherland;cropland;;-14,79123711;18,94695422;4,155717111;biomass only
KEN;East African montane moorlands;otherland;forest;;-31,6739469;12,57532266;-19,09862424;biomass only
KEN;East African montane moorlands;otherland;nonveg;;-6,50448422;19,13195172;12,6274675;biomass only
KEN;East African montane moorlands;otherland;pasture;;-10,95062873;18,15866168;7,20803295;biomass only
KEN;East African montane moorlands;pasture;cropland;9,213166224;-3,840608381;0,788292542;-3,052315839;soc + biomass
KEN;East African montane moorlands;pasture;forest;;-20,72331817;-5,583339025;-26,30665719;biomass only
KEN;East African montane moorlands;pasture;nonveg;;4,446144512;0,973290036;5,419434549;biomass only
KEN;East African montane moorlands;pasture;other;44,87768414;;;;soc only
KEN;East African montane moorlands;pasture;otherland;;10,95062873;-18,15866168;-7,20803295;biomass only
KEN;Masai xeric grasslands and shrublands;cropland;forest;;-1,47541271;-1,903300313;-3,378713023;biomass only
KEN;Masai xeric grasslands and shrublands;cropland;nonveg;;0,437586273;-1,11682668;-0,679240407;biomass only
KEN;Masai xeric grasslands and shrublands;cropland;other;-1,494224304;;;;soc only
KEN;Masai xeric grasslands and shrublands;cropland;otherland;;2,271000108;-13,36562692;-11,09462681;biomass only
KEN;Masai xeric grasslands and shrublands;cropland;pasture;0,2065486;2,65031502;-0,429572982;2,220742037;soc + biomass
KEN;Masai xeric grasslands and shrublands;forest;cropland;;1,47541271;1,903300313;3,378713023;biomass only
KEN;Masai xeric grasslands and shrublands;forest;nonveg;;1,912998983;0,786473633;2,699472616;biomass only
KEN;Masai xeric grasslands and shrublands;forest;otherland;;3,746412817;-11,46232661;-7,715913791;biomass only
KEN;Masai xeric grasslands and shrublands;forest;pasture;;4,125727729;1,473727331;5,59945506;biomass only
KEN;Masai xeric grasslands and shrublands;nonveg;cropland;;-0,437586273;1,11682668;0,679240407;biomass only
KEN;Masai xeric grasslands and shrublands;nonveg;forest;;-1,912998983;-0,786473633;-2,699472616;biomass only
KEN;Masai xeric grasslands and shrublands;nonveg;otherland;;1,833413835;-12,24880024;-10,41538641;biomass only
KEN;Masai xeric grasslands and shrublands;nonveg;pasture;;2,212728746;0,687253698;2,899982444;biomass only
KEN;Masai xeric grasslands and shrublands;other;cropland;1,494224304;;;;soc only
KEN;Masai xeric grasslands and shrublands;other;pasture;1,700772904;;;;soc only
KEN;Masai xeric grasslands and shrublands;otherland;cropland;;-2,271000108;13,36562692;11,09462681;biomass only
KEN;Masai xeric grasslands and shrublands;otherland;forest;;-3,746412817;11,46232661;7,715913791;biomass only
KEN;Masai xeric grasslands and shrublands;otherland;nonveg;;-1,833413835;12,24880024;10,41538641;biomass only
KEN;Masai xeric grasslands and shrublands;otherland;pasture;;0,379314912;12,93605394;13,31536885;biomass only
KEN;Masai xeric grasslands and shrublands;pasture;cropland;-0,2065486;-2,65031502;0,429572982;-2,220742037;soc + biomass
KEN;Masai xeric grasslands and shrublands;pasture;forest;;-4,125727729;-1,473727331;-5,59945506;biomass only
KEN;Masai xeric grasslands and shrublands;pasture;nonveg;;-2,212728746;-0,687253698;-2,899982444;biomass only
KEN;Masai xeric grasslands and shrublands;pasture;other;-1,700772904;;;;soc only
KEN;Masai xeric grasslands and shrublands;pasture;otherland;;-0,379314912;-12,93605394;-13,31536885;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;cropland;forest;;-1,191059198;-4,329078453;-5,520137651;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;cropland;nonveg;;3,339086795;-7,211326354;-3,872239559;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;cropland;other;-0,428829674;;;;soc only
KEN;Northern Acacia-Commiphora bushlands and thickets;cropland;otherland;;0,893891815;-27,94131812;-27,04742631;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;cropland;pasture;0,875931209;5,716777975;-1,504686132;4,212091843;soc + biomass
KEN;Northern Acacia-Commiphora bushlands and thickets;forest;cropland;;1,191059198;4,329078453;5,520137651;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;forest;nonveg;;4,530145993;-2,882247901;1,647898092;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;forest;otherland;;2,084951013;-23,61223967;-21,52728865;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;forest;pasture;;6,907837173;2,824392321;9,732229494;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;nonveg;cropland;;-3,339086795;7,211326354;3,872239559;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;nonveg;forest;;-4,530145993;2,882247901;-1,647898092;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;nonveg;otherland;;-2,44519498;-20,72999177;-23,17518675;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;nonveg;pasture;;2,37769118;5,706640222;8,084331402;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;other;cropland;0,428829674;;;;soc only
KEN;Northern Acacia-Commiphora bushlands and thickets;other;pasture;1,304760883;;;;soc only
KEN;Northern Acacia-Commiphora bushlands and thickets;otherland;cropland;;-0,893891815;27,94131812;27,04742631;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;otherland;forest;;-2,084951013;23,61223967;21,52728865;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;otherland;nonveg;;2,44519498;20,72999177;23,17518675;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;otherland;pasture;;4,822886159;26,43663199;31,25951815;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;pasture;cropland;-0,875931209;-5,716777975;1,504686132;-4,212091843;soc + biomass
KEN;Northern Acacia-Commiphora bushlands and thickets;pasture;forest;;-6,907837173;-2,824392321;-9,732229494;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;pasture;nonveg;;-2,37769118;-5,706640222;-8,084331402;biomass only
KEN;Northern Acacia-Commiphora bushlands and thickets;pasture;other;-1,304760883;;;;soc only
KEN;Northern Acacia-Commiphora bushlands and thickets;pasture;otherland;;-4,822886159;-26,43663199;-31,25951815;biomass only
KEN;Northern Swahili coastal forests;cropland;forest;;-6,291219924;-6,212693386;-12,50391331;biomass only
KEN;Northern Swahili coastal forests;cropland;nonveg;;12,71061402;1,466374872;14,17698889;biomass only
KEN;Northern Swahili coastal forests;cropland;other;-1,28427195;;;;soc only
KEN;Northern Swahili coastal forests;cropland;otherland;;8,211073724;-18,21005814;-9,998984412;biomass only
KEN;Northern Swahili coastal forests;cropland;pasture;-7,068710302;6,916859556;-1,356174026;5,560685531;soc + biomass
KEN;Northern Swahili coastal forests;forest;cropland;;6,291219924;6,212693386;12,50391331;biomass only
KEN;Northern Swahili coastal forests;forest;nonveg;;19,00183394;7,679068258;26,6809022;biomass only
KEN;Northern Swahili coastal forests;forest;otherland;;14,50229365;-11,99736475;2,504928898;biomass only
KEN;Northern Swahili coastal forests;forest;pasture;;13,20807948;4,85651936;18,06459884;biomass only
KEN;Northern Swahili coastal forests;nonveg;cropland;;-12,71061402;-1,466374872;-14,17698889;biomass only
KEN;Northern Swahili coastal forests;nonveg;forest;;-19,00183394;-7,679068258;-26,6809022;biomass only
KEN;Northern Swahili coastal forests;nonveg;otherland;;-4,499540294;-19,67643301;-24,1759733;biomass only
KEN;Northern Swahili coastal forests;nonveg;pasture;;-5,793754462;-2,822548897;-8,61630336;biomass only
KEN;Northern Swahili coastal forests;other;cropland;1,28427195;;;;soc only
KEN;Northern Swahili coastal forests;other;pasture;-5,784438352;;;;soc only
KEN;Northern Swahili coastal forests;otherland;cropland;;-8,211073724;18,21005814;9,998984412;biomass only
KEN;Northern Swahili coastal forests;otherland;forest;;-14,50229365;11,99736475;-2,504928898;biomass only
KEN;Northern Swahili coastal forests;otherland;nonveg;;4,499540294;19,67643301;24,1759733;biomass only
KEN;Northern Swahili coastal forests;otherland;pasture;;-1,294214168;16,85388411;15,55966994;biomass only
KEN;Northern Swahili coastal forests;pasture;cropland;7,068710302;-6,916859556;1,356174026;-5,560685531;soc + biomass
KEN;Northern Swahili coastal forests;pasture;forest;;-13,20807948;-4,85651936;-18,06459884;biomass only
KEN;Northern Swahili coastal forests;pasture;nonveg;;5,793754462;2,822548897;8,61630336;biomass only
KEN;Northern Swahili coastal forests;pasture;other;5,784438352;;;;soc only
KEN;Northern Swahili coastal forests;pasture;otherland;;1,294214168;-16,85388411;-15,55966994;biomass only
KEN;Somali Acacia-Commiphora bushlands and thickets;cropland;forest;;1,1600207;6,088186687;7,248207388;biomass only
KEN;Somali Acacia-Commiphora bushlands and thickets;cropland;nonveg;;2,736384134;-10,3780064;-7,641622264;biomass only
KEN;Somali Acacia-Commiphora bushlands and thickets;cropland;other;-1,311579796;;;;soc only
KEN;Somali Acacia-Commiphora bushlands and thickets;cropland;otherland;;0,614120147;-21,03648449;-20,42236434;biomass only
KEN;Somali Acacia-Commiphora bushlands and thickets;cropland;pasture;-2,026919699;4,827075085;6,848994917;11,67607;soc + biomass
KEN;Somali Acacia-Commiphora bushlands and thickets;forest;cropland;;-1,1600207;-6,088186687;-7,248207388;biomass only
